query_id, pipeline_id, exec_mode, num_features, features, est_output_rows, key_sizes, num_keys, est_cardinalities, mem_factor, num_iterations, start_time, cpu_id, cpu_cycles, instructions, cache_ref, cache_miss, ref_cpu_cycles_, block_read, block_write, memory_b, elapsed_us
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390697636, 4, 25810, 7380, 454, 25, 8, 0, 0, 0, 13
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390697781, 4, 23667, 10290, 584, 0, 7, 0, 0, 0, 7
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390697900, 4, 19362, 9809, 469, 0, 6, 0, 0, 0, 5
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390722501, 4, 26665, 11388, 976, 100, 21, 0, 0, 0, 21
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390722779, 4, 27310, 7201, 591, 31, 9, 0, 0, 0, 24
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390722960, 4, 25859, 10180, 657, 4, 8, 0, 0, 0, 8
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390747410, 4, 42856, 11039, 983, 78, 14, 0, 0, 0, 39
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390747601, 4, 24512, 7195, 679, 15, 8, 0, 0, 0, 10
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390747752, 4, 19627, 7088, 450, 16, 6, 0, 0, 0, 8
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390748572, 4, 35314, 10980, 981, 91, 12, 0, 0, 0, 12
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390748745, 4, 21909, 7195, 570, 36, 7, 0, 0, 0, 8
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390748964, 4, 25218, 10086, 761, 4, 8, 0, 0, 0, 8
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390772494, 4, 38508, 11036, 941, 44, 13, 0, 0, 0, 20
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390772703, 4, 23697, 7229, 591, 11, 8, 0, 0, 0, 12
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390772869, 4, 25404, 10117, 656, 2, 8, 0, 0, 0, 8
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390797562, 4, 43495, 10836, 936, 63, 15, 0, 0, 0, 26
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390797730, 4, 26870, 7183, 614, 28, 9, 0, 0, 0, 14
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390797870, 4, 27873, 10069, 661, 6, 8, 0, 0, 0, 8
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390822568, 4, 44049, 11131, 967, 57, 15, 0, 0, 0, 27
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390822756, 4, 28539, 7189, 643, 37, 9, 0, 0, 0, 30
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390822928, 4, 27106, 10075, 740, 0, 8, 0, 0, 0, 9
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390847414, 4, 46102, 11461, 911, 73, 14, 0, 0, 0, 24
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390847598, 4, 27754, 7233, 629, 38, 9, 0, 0, 0, 13
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390847747, 4, 24606, 10121, 630, 0, 8, 0, 0, 0, 8
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390872581, 4, 46883, 11064, 978, 83, 16, 0, 0, 0, 27
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390872779, 4, 25156, 7182, 610, 33, 8, 0, 0, 0, 13
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390872969, 4, 21443, 7075, 533, 18, 7, 0, 0, 0, 11
33, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390873143, 4, 22672, 9802, 668, 1, 7, 0, 0, 0, 7
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390897296, 4, 34276, 7593, 778, 30, 10, 0, 0, 0, 17
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390897458, 4, 19330, 7613, 458, 2, 6, 0, 0, 0, 6
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390897601, 4, 20082, 7234, 409, 24, 6, 0, 0, 0, 11
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390897797, 4, 23906, 10124, 613, 0, 7, 0, 0, 0, 7
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390897911, 4, 22955, 10113, 490, 0, 7, 0, 0, 0, 21
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390922446, 4, 33277, 7566, 753, 31, 11, 0, 0, 0, 27
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390922651, 4, 20053, 7590, 496, 2, 6, 0, 0, 0, 6
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390922776, 4, 19441, 7208, 426, 25, 6, 0, 0, 0, 6
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390922940, 4, 23963, 10101, 594, 1, 7, 0, 0, 0, 7
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390923055, 4, 19564, 10090, 475, 1, 6, 0, 0, 0, 6
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390947376, 4, 44116, 11159, 954, 62, 14, 0, 0, 0, 38
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390947571, 4, 26506, 7200, 605, 22, 9, 0, 0, 0, 12
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390947726, 4, 28817, 10088, 652, 6, 10, 0, 0, 0, 26
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390964128, 4, 39061, 11226, 963, 82, 13, 0, 0, 0, 13
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390964267, 4, 23404, 7207, 552, 32, 7, 0, 0, 0, 7
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390964395, 4, 16875, 7100, 376, 22, 5, 0, 0, 0, 5
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390965208, 4, 37535, 11039, 762, 69, 13, 0, 0, 0, 40
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390965386, 4, 22816, 7230, 500, 28, 7, 0, 0, 0, 12
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390965576, 4, 27341, 10170, 588, 2, 9, 0, 0, 0, 23
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390989174, 4, 30882, 11280, 934, 72, 25, 0, 0, 0, 40
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390989503, 4, 18472, 7204, 602, 28, 15, 0, 0, 0, 21
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668390989661, 4, 22301, 7099, 415, 29, 7, 0, 0, 0, 14
33, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668390989795, 4, 21959, 9825, 616, 0, 7, 0, 0, 0, 7
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391014197, 4, 31036, 11152, 915, 75, 25, 0, 0, 0, 41
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391014478, 4, 30702, 7229, 590, 29, 9, 0, 0, 0, 29
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391014657, 4, 21684, 7122, 442, 30, 7, 0, 0, 0, 11
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391015628, 4, 42594, 11088, 956, 85, 14, 0, 0, 0, 24
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391015886, 4, 27506, 7274, 623, 43, 9, 0, 0, 0, 13
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391016039, 4, 20498, 7145, 450, 17, 6, 0, 0, 0, 10
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391016891, 4, 26619, 11271, 716, 82, 21, 0, 0, 0, 56
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391017160, 4, 24942, 10248, 780, 37, 20, 0, 0, 0, 31
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391039088, 4, 30703, 7571, 762, 6, 9, 0, 0, 0, 11
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391039248, 4, 17037, 7594, 500, 0, 6, 0, 0, 0, 6
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391039361, 4, 17993, 7212, 433, 5, 6, 0, 0, 0, 6
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391039532, 4, 22876, 10105, 619, 0, 7, 0, 0, 0, 8
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391039652, 4, 18521, 10094, 475, 0, 6, 0, 0, 0, 6
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391064064, 4, 37286, 11094, 935, 97, 11, 0, 0, 0, 11
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391064219, 4, 23753, 7195, 581, 44, 8, 0, 0, 0, 7
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391064332, 4, 19305, 7088, 382, 31, 6, 0, 0, 0, 6
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391065231, 4, 42242, 11202, 774, 67, 14, 0, 0, 0, 25
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391065463, 4, 22772, 7225, 473, 30, 8, 0, 0, 0, 13
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391065627, 4, 24997, 10111, 662, 3, 7, 0, 0, 0, 8
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391089040, 4, 33802, 7588, 721, 25, 10, 0, 0, 0, 17
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391089241, 4, 25726, 7666, 577, 41, 9, 0, 0, 0, 14
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391089390, 4, 24510, 7229, 443, 19, 8, 0, 0, 0, 14
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391089559, 4, 24446, 7155, 391, 37, 7, 0, 0, 0, 13
37, 0, 0, 3, UPDATE;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391089677, 4, 29158, 9808, 613, 15, 9, 0, 0, 0, 14
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391089824, 4, 28474, 10072, 548, 27, 9, 0, 0, 0, 14
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391114374, 4, 42528, 11176, 987, 67, 14, 0, 0, 0, 23
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391114524, 4, 25094, 7182, 584, 27, 8, 0, 0, 0, 13
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391114645, 4, 20666, 7075, 418, 21, 7, 0, 0, 0, 11
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391115374, 4, 30885, 7634, 778, 38, 10, 0, 0, 0, 15
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391115569, 4, 25085, 7629, 492, 35, 8, 0, 0, 0, 13
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391115690, 4, 24666, 7275, 420, 21, 8, 0, 0, 0, 25
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391115851, 4, 21053, 7142, 368, 27, 7, 0, 0, 0, 6
37, 0, 0, 3, UPDATE;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391115997, 4, 29854, 9878, 633, 23, 9, 0, 0, 0, 12
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391116178, 4, 26841, 10084, 597, 33, 9, 0, 0, 0, 11
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391139019, 4, 32759, 7596, 759, 30, 10, 0, 0, 0, 17
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391139194, 4, 17237, 7615, 487, 3, 6, 0, 0, 0, 5
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391139322, 4, 24375, 7239, 435, 30, 8, 0, 0, 0, 15
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391139513, 4, 24164, 10126, 634, 1, 7, 0, 0, 0, 8
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391139649, 4, 19399, 10115, 496, 0, 6, 0, 0, 0, 6
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391164183, 4, 39604, 11246, 907, 49, 13, 0, 0, 0, 22
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391164339, 4, 25640, 7304, 610, 19, 8, 0, 0, 0, 13
34, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391164483, 4, 24412, 10191, 628, 3, 8, 0, 0, 0, 7
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391189064, 4, 28420, 7519, 770, 26, 9, 0, 0, 0, 9
35, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;8;8, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391189238, 4, 19849, 7543, 497, 0, 6, 0, 0, 0, 7
32, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391189354, 4, 18135, 7161, 458, 12, 6, 0, 0, 0, 6
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391189526, 4, 23634, 10054, 621, 0, 8, 0, 0, 0, 8
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391189647, 4, 20851, 10043, 516, 2, 7, 0, 0, 0, 6
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391214119, 4, 29914, 11097, 905, 50, 24, 0, 0, 0, 39
36, 0, 0, 4, UPDATE;OP_DECIMAL_PLUS_OR_MINUS;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1;1026936, 8;8;8;8, 1;1;1;1, 1;1;1;1, 1;1;1;1, 0;0;0;0, 1595668391214307, 4, 33542, 10276, 914, 23, 11, 0, 0, 0, 14
30, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1032192, 24;16;64, 2;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391239276, 4, 34385, 11082, 928, 56, 12, 0, 0, 0, 11
31, 0, 0, 3, OUTPUT;OP_INTEGER_COMPARE;IDX_SCAN, 1;1;1026936, 8;8;8, 1;1;1, 1;1;1, 1;1;1, 0;0;0, 1595668391239498, 4, 23149, 7187, 606, 19, 7, 0, 0, 0, 6
