feature, execution_mode, start_time, cpu_id, cpu_cycles, instructions, cache_ref, cache_miss, ref_cpu_cycles_, block_read, block_write, memory_b, elapsed_us
tpch_q1_p3,1,1.59319E+15,26,5948,954,46,41,1,0,0,0,2
tpch_q6_p1,1,1.59319E+15,26,160835205,519668680,391203,274284,52022,0,0,0,52468
tpch_scan_lineitem_p1,1,1.59319E+15,26,343319199,1162529974,1927707,796289,110994,0,0,0,111804
tpch_q4_p1,1,1.59319E+15,26,37305129,123670759,100615,85484,12060,0,0,386560,12189
tpch_q4_p2,1,1.59319E+15,26,170035573,480517353,388887,176200,55011,0,0,12288,55527
tpch_q4_p3,1,1.59319E+15,26,23839,12811,244,77,7,0,0,10304,8
tpch_q4_p4,1,1.59319E+15,26,1942,834,20,5,0,0,0,0,0
tpch_q11_p1,1,1.59319E+15,26,68204,113212,879,278,21,0,0,8208,28
tpch_q11_p2,1,1.59319E+15,26,301788,732595,1276,508,97,0,0,9216,101
tpch_q11_p3,1,1.59319E+15,26,19751643,60101744,34489,31307,6412,0,0,0,6516
tpch_q11_p4,1,1.59319E+15,26,23297354,71157474,53442,7818,7547,0,0,245760,7668
tpch_q11_p5,1,1.59319E+15,26,1759338,2155841,11789,2913,567,0,0,114688,567
tpch_q11_p6,1,1.59319E+15,26,60550,131212,545,80,19,0,0,0,19
tpch_q5_p1,1,1.59319E+15,26,47721,99858,906,147,39,0,0,8208,51
tpch_q5_p2,1,1.59319E+15,26,49604,116836,417,69,41,0,0,14400,51
tpch_q5_p3,1,1.59319E+15,26,3720810,10215131,14355,4785,1200,0,0,286720,1232
tpch_q5_p4,1,1.59319E+15,26,56391907,143738133,280554,52354,18279,0,0,2699264,18836
tpch_q5_p5,1,1.59319E+15,26,348396,926283,2844,83,112,0,0,65536,126
tpch_q5_p6,1,1.59319E+15,26,193268431,550729233,833418,266159,62470,0,0,14336,62993
tpch_q5_p7,1,1.59319E+15,26,14392,12651,239,63,4,0,0,10304,5
tpch_q5_p8,1,1.59319E+15,26,2538,868,17,8,0,0,0,0,1
tpch_scan_orders_p1,1,1.59319E+15,26,19553584,69386763,31598,16231,6352,0,0,0,6461
tpch_q7_p1,1,1.59319E+15,26,100674,172444,1176,281,32,0,0,24608,39
tpch_q7_p2,1,1.59319E+15,26,3469640,9658083,9109,3038,1119,0,0,139264,1130
tpch_q7_p3,1,1.59319E+15,26,34973033,95237355,131385,6638,11339,0,0,1417216,11583
tpch_q7_p4,1,1.59319E+15,26,350139,924063,2818,314,112,0,0,65536,124
tpch_q7_p5,1,1.59319E+15,26,206649585,660143201,505439,228426,66782,0,0,24576,67331
tpch_q7_p6,1,1.59319E+15,26,15802,12644,271,64,5,0,0,20512,5
tpch_q7_p7,1,1.59319E+15,26,2316,842,25,13,0,0,0,0,0
tpch_q1_p1,1,1.59319E+15,26,366093187,1164631535,1408893,688171,118537,0,0,47104,119754
tpch_q1_p2,1,1.59319E+15,26,21702,11608,290,176,6,0,0,45088,7
tpch_q1_p3,1,1.59319E+15,26,4772,954,43,37,1,0,0,0,1
tpch_q6_p1,1,1.59319E+15,26,160862777,519668680,389626,274826,51983,0,0,0,52308
tpch_scan_lineitem_p1,1,1.59319E+15,26,343392111,1162530111,1929803,795990,111162,0,0,0,112258
tpch_q4_p1,1,1.59319E+15,26,37296987,123670584,100711,85442,12075,0,0,386560,12223
tpch_q4_p2,1,1.59319E+15,26,169896438,480517349,385828,176276,54922,0,0,12288,55341
tpch_q4_p3,1,1.59319E+15,26,25444,12811,244,77,8,0,0,10304,8
tpch_q4_p4,1,1.59319E+15,26,2205,834,21,6,0,0,0,0,0
tpch_q11_p1,1,1.59319E+15,26,67642,113212,892,314,21,0,0,8208,27
tpch_q11_p2,1,1.59319E+15,26,297386,732530,1170,465,95,0,0,9216,100
tpch_q11_p3,1,1.59319E+15,26,19751917,60101881,34499,31340,6392,0,0,0,6437
tpch_q11_p4,1,1.59319E+15,26,23324163,71157578,53598,7825,7555,0,0,245760,7709
tpch_q11_p5,1,1.59319E+15,26,1689092,2066117,11738,2908,544,0,0,114688,545
tpch_q11_p6,1,1.59319E+15,26,58020,131212,532,71,18,0,0,0,18
tpch_q5_p1,1,1.59319E+15,26,54601,99699,867,142,17,0,0,8208,23
tpch_q5_p2,1,1.59319E+15,26,52257,117219,444,72,16,0,0,14400,24
tpch_q5_p3,1,1.59319E+15,26,3707357,10214907,14339,4804,1195,0,0,286720,1227
tpch_q5_p4,1,1.59319E+15,26,56335250,143738292,273758,52721,18267,0,0,2699264,18854
tpch_q5_p5,1,1.59319E+15,26,350178,926124,2930,96,112,0,0,65536,126
tpch_q5_p6,1,1.59319E+15,26,193421468,550729233,835994,266166,62592,0,0,14336,63158
tpch_q5_p7,1,1.59319E+15,26,15495,12651,266,78,4,0,0,10304,5
tpch_q5_p8,1,1.59319E+15,26,2991,868,21,13,0,0,0,0,1
tpch_scan_orders_p1,1,1.59319E+15,26,19562426,69386762,31498,16518,6325,0,0,0,6395
tpch_q7_p1,1,1.59319E+15,26,98177,172285,1187,281,31,0,0,24608,38
tpch_q7_p2,1,1.59319E+15,26,3471719,9658083,9214,3067,1119,0,0,139264,1130
tpch_q7_p3,1,1.59319E+15,26,34894956,95237514,127986,6558,11316,0,0,1417216,11603
tpch_q7_p4,1,1.59319E+15,26,348013,924063,2897,304,112,0,0,65536,124
tpch_q7_p5,1,1.59319E+15,26,206736760,660143201,506361,229555,66855,0,0,24576,67335
tpch_q7_p6,1,1.59319E+15,26,16223,12644,277,86,5,0,0,20512,5
tpch_q7_p7,1,1.59319E+15,26,2332,842,24,10,0,0,0,0,1
tpch_q1_p1,1,1.59319E+15,26,366222474,1164631622,1412382,688550,118459,0,0,47104,119568
tpch_q1_p2,1,1.59319E+15,26,21751,11522,293,180,6,0,0,45088,6
tpch_q1_p3,1,1.59319E+15,26,4428,954,48,38,1,0,0,0,1
tpch_q6_p1,1,1.59319E+15,26,160810491,519668680,391115,273798,52011,0,0,0,52398
tpch_scan_lineitem_p1,1,1.59319E+15,26,343434133,1162530111,1930645,796854,111093,0,0,0,112051
tpch_q4_p1,1,1.59319E+15,26,37271853,123670584,101409,85458,12073,0,0,386560,12268
tpch_q4_p2,1,1.59319E+15,26,169974241,480517349,394996,176253,54921,0,0,12288,55341
tpch_q4_p3,1,1.59319E+15,26,24269,12811,200,55,7,0,0,10304,7
tpch_q4_p4,1,1.59319E+15,26,1797,834,21,4,0,0,0,0,0
tpch_q11_p1,1,1.59319E+15,26,68753,113371,886,291,22,0,0,8208,28
tpch_q11_p2,1,1.59319E+15,26,299776,732530,1235,499,96,0,0,9216,101
tpch_q11_p3,1,1.59319E+15,26,19724722,60101968,34070,31309,6374,0,0,0,6417
tpch_q11_p4,1,1.59319E+15,26,23311932,71157428,53631,7812,7536,0,0,245760,7624
tpch_q11_p5,1,1.59319E+15,26,1712703,2154758,11786,2941,552,0,0,114688,552
tpch_q11_p6,1,1.59319E+15,26,58705,131212,521,64,18,0,0,0,18
tpch_q5_p1,1,1.59319E+15,26,55049,99699,856,141,17,0,0,8208,22
tpch_q5_p2,1,1.59319E+15,26,51620,116995,424,58,16,0,0,14400,20
tpch_q5_p3,1,1.59319E+15,26,3710611,10215290,14513,4834,1196,0,0,286720,1228
tpch_q5_p4,1,1.59319E+15,26,56535054,143738133,278432,52740,18291,0,0,2699264,18803
tpch_q5_p5,1,1.59319E+15,26,348311,926283,2901,85,112,0,0,65536,125
tpch_q5_p6,1,1.59319E+15,26,192928033,550729233,823336,265429,62425,0,0,14336,62987
tpch_q5_p7,1,1.59319E+15,26,14026,12651,229,77,4,0,0,10304,5
tpch_q5_p8,1,1.59319E+15,26,3359,868,22,14,0,0,0,0,1
tpch_scan_orders_p1,1,1.59319E+15,26,19508011,69386805,31622,16473,6313,0,0,0,6353
tpch_q7_p1,1,1.59319E+15,26,97442,172444,1178,291,31,0,0,24608,37
tpch_q7_p2,1,1.59319E+15,26,3481208,9657925,9449,3007,1122,0,0,139264,1140
tpch_q7_p3,1,1.59319E+15,26,35029889,95237354,130997,6536,11323,0,0,1417216,11547
tpch_q7_p4,1,1.59319E+15,26,352508,924223,2941,328,118,0,0,65536,145
tpch_q7_p5,1,1.59319E+15,26,206747246,660143200,506350,228264,66812,0,0,24576,67290
tpch_q7_p6,1,1.59319E+15,26,15562,12644,278,85,4,0,0,20512,5
tpch_q7_p7,1,1.59319E+15,26,2859,842,27,15,0,0,0,0,1
tpch_q1_p1,1,1.59319E+15,26,366296703,1164631622,1414009,688214,118463,0,0,47104,119501
tpch_q1_p2,1,1.59319E+15,26,21520,11522,273,175,6,0,0,45088,7
tpch_q1_p3,1,1.59319E+15,26,5493,954,45,38,1,0,0,0,1
tpch_q6_p1,1,1.59319E+15,26,160881357,519668682,391134,274188,52019,0,0,0,52426
tpch_scan_lineitem_p1,1,1.59319E+15,26,343259907,1162530098,1930289,796011,111007,0,0,0,111973
tpch_q4_p1,1,1.59319E+15,26,37303042,123670743,101670,85499,12291,0,0,386560,12469
tpch_q4_p2,1,1.59319E+15,26,170261040,480517349,401180,176079,55010,0,0,12288,55321
tpch_q4_p3,1,1.59319E+15,26,19068,12811,228,65,6,0,0,10304,6
tpch_q4_p4,1,1.59319E+15,26,2138,834,24,11,0,0,0,0,0
tpch_q11_p1,1,1.59319E+15,26,68810,113469,847,267,22,0,0,8208,31
tpch_q11_p2,1,1.59319E+15,26,301172,732371,1173,474,97,0,0,9216,101
tpch_q11_p3,1,1.59319E+15,26,19740439,60101743,34247,31298,6374,0,0,0,6413
tpch_q11_p4,1,1.59319E+15,26,23344869,71157537,55024,7812,7557,0,0,245760,7687
tpch_q11_p5,1,1.59319E+15,26,1689739,2092414,12020,2996,545,0,0,114688,545
tpch_q11_p6,1,1.59319E+15,26,57305,131212,516,69,18,0,0,0,18
tpch_q5_p1,1,1.59319E+15,26,56563,99859,890,142,18,0,0,8208,29
tpch_q5_p2,1,1.59319E+15,26,52448,116836,551,77,16,0,0,14400,21
tpch_q5_p3,1,1.59319E+15,26,3708679,10215032,14557,4788,1196,0,0,286720,1228
tpch_q5_p4,1,1.59319E+15,26,56746158,143738292,288116,52252,18372,0,0,2699264,18928
tpch_q5_p5,1,1.59319E+15,26,350907,926283,2872,108,113,0,0,65536,126
tpch_q5_p6,1,1.59319E+15,26,193133684,550729232,819998,266127,62481,0,0,14336,63093
tpch_q5_p7,1,1.59319E+15,26,14974,12651,252,60,4,0,0,10304,4
tpch_q5_p8,1,1.59319E+15,26,2998,868,18,11,0,0,0,0,1
tpch_scan_orders_p1,1,1.59319E+15,26,19570882,69386763,31499,16443,6340,0,0,0,6405
tpch_q7_p1,1,1.59319E+15,26,100589,172444,1183,289,32,0,0,24608,39
tpch_q7_p2,1,1.59319E+15,26,3463071,9657924,9135,3042,1117,0,0,139264,1128
tpch_q7_p3,1,1.59319E+15,26,34929307,95237514,133513,6586,11295,0,0,1417216,11491
tpch_q7_p4,1,1.59319E+15,26,353100,924063,2886,353,113,0,0,65536,124
tpch_q7_p5,1,1.59319E+15,26,206663507,660143201,504991,228504,66831,0,0,24576,67317
tpch_q7_p6,1,1.59319E+15,26,16920,12644,299,71,5,0,0,20512,6
tpch_q7_p7,1,1.59319E+15,26,2331,842,26,10,0,0,0,0,0
tpch_q1_p1,1,1.59319E+15,26,366255356,1164631536,1416094,687932,118461,0,0,47104,119581
tpch_q1_p2,1,1.59319E+15,26,20543,11608,274,178,6,0,0,45088,7
tpch_q1_p3,1,1.59319E+15,26,4198,954,44,37,1,0,0,0,1
tpch_q6_p1,1,1.59319E+15,26,160834376,519668680,390594,274138,51991,0,0,0,52348
tpch_scan_lineitem_p1,1,1.59319E+15,26,344526163,1162530168,1935732,800528,111410,0,0,0,114221
tpch_q4_p1,1,1.59319E+15,26,37508046,123670391,101428,85494,12125,0,0,386560,12321
tpch_q4_p2,1,1.59319E+15,26,171006620,480518346,405590,176651,55262,0,0,12288,56406
tpch_q4_p3,1,1.59319E+15,26,20441,12811,233,71,6,0,0,10304,6
tpch_q4_p4,1,1.59319E+15,26,2779,834,24,10,0,0,0,0,1
tpch_q11_p1,1,1.59319E+15,26,77007,113423,839,252,24,0,0,8208,37
tpch_q11_p2,1,1.59319E+15,26,306078,732380,1241,503,98,0,0,9216,111
tpch_q11_p3,1,1.59319E+15,26,19835214,60101756,34095,31292,6435,0,0,0,6547
tpch_q11_p4,1,1.59319E+15,26,23305062,71157386,53644,7792,7545,0,0,245760,7675
tpch_q11_p5,1,1.59319E+15,26,1708013,2134228,11590,2868,550,0,0,114688,550
tpch_q11_p6,1,1.59319E+15,26,56892,131212,525,80,18,0,0,0,18
tpch_q5_p1,1,1.59319E+15,26,59190,99715,823,134,49,0,0,8208,90
tpch_q5_p2,1,1.59319E+15,26,50873,116837,411,60,42,0,0,14400,53
tpch_q5_p3,1,1.59319E+15,26,3730524,10215300,14505,4761,1206,0,0,286720,1297
tpch_q5_p4,1,1.59319E+15,26,56551091,143738249,282229,53211,18317,0,0,2699264,18859
tpch_q5_p5,1,1.59319E+15,26,347771,926124,2862,96,112,0,0,65536,125
tpch_q5_p6,1,1.59319E+15,26,193400039,550729236,832493,266763,62536,0,0,14336,63097
tpch_q5_p7,1,1.59319E+15,26,17208,12651,225,75,5,0,0,10304,6
tpch_q5_p8,1,1.59319E+15,26,2764,868,23,14,0,0,0,0,1
tpch_scan_orders_p1,1,1.59319E+15,26,19584498,69386763,31541,16568,6334,0,0,0,6381
tpch_q7_p1,1,1.59319E+15,26,87179,172286,1148,278,72,0,0,24608,87
tpch_q7_p2,1,1.59319E+15,26,3464331,9658379,9143,3061,1216,0,0,139264,1262
tpch_q7_p3,1,1.59319E+15,26,34981081,95237247,131262,6720,11340,0,0,1417216,11632
tpch_q7_p4,1,1.59319E+15,26,348980,924222,2843,315,112,0,0,65536,124
tpch_q7_p5,1,1.59319E+15,26,206940842,660143202,503501,229144,66881,0,0,24576,67445
tpch_q7_p6,1,1.59319E+15,26,17693,12644,259,58,5,0,0,20512,5
tpch_q7_p7,1,1.59319E+15,26,2709,842,28,14,0,0,0,0,1
tpch_q1_p1,1,1.59319E+15,26,366066261,1164631399,1417021,688377,118392,0,0,47104,119392
tpch_q1_p2,1,1.59319E+15,26,21446,11522,263,167,6,0,0,45088,6
tpch_q1_p3,1,1.59319E+15,26,5007,954,40,35,1,0,0,0,2
tpch_q6_p1,1,1.59319E+15,26,160834042,519668680,391098,272693,52151,0,0,0,52510
tpch_scan_lineitem_p1,1,1.59319E+15,26,343418519,1162529974,1929288,796515,111072,0,0,0,111981
tpch_q4_p1,1,1.59319E+15,26,37294461,123670519,101103,85452,12073,0,0,386560,12279
tpch_q4_p2,1,1.59319E+15,26,169842250,480517349,384415,174927,54888,0,0,12288,55228
tpch_q4_p3,1,1.59319E+15,26,19580,12811,213,62,6,0,0,10304,6
tpch_q4_p4,1,1.59319E+15,26,2281,834,24,5,0,0,0,0,1
tpch_q11_p1,1,1.59319E+15,26,69225,113371,892,293,22,0,0,8208,28
tpch_q11_p2,1,1.59319E+15,26,298825,732654,1214,488,96,0,0,9216,101
tpch_q11_p3,1,1.59319E+15,26,19752866,60101744,34056,31314,6375,0,0,0,6418
tpch_q11_p4,1,1.59319E+15,26,23347198,71157447,53464,7796,7537,0,0,245760,7630
tpch_q11_p5,1,1.59319E+15,26,1690183,2079796,11337,2839,545,0,0,114688,544
tpch_q11_p6,1,1.59319E+15,26,57218,131212,575,87,18,0,0,0,18
tpch_q5_p1,1,1.59319E+15,26,55781,99858,845,134,17,0,0,8208,23
tpch_q5_p2,1,1.59319E+15,26,52450,116995,412,67,16,0,0,14400,21
tpch_q5_p3,1,1.59319E+15,26,3729387,10215290,14405,4818,1202,0,0,286720,1234
tpch_q5_p4,1,1.59319E+15,26,56208421,143738133,276973,51263,18219,0,0,2699264,18718
tpch_q5_p5,1,1.59319E+15,26,349774,926124,2870,99,112,0,0,65536,126
tpch_q5_p6,1,1.59319E+15,26,192814448,550729233,815090,266321,62357,0,0,14336,62935
tpch_q5_p7,1,1.59319E+15,26,14732,12651,237,61,4,0,0,10304,5
tpch_q5_p8,1,1.59319E+15,26,2539,868,24,12,0,0,0,0,0
tpch_scan_orders_p1,1,1.59319E+15,26,19567392,69386763,31550,16276,6354,0,0,0,6460
tpch_q7_p1,1,1.59319E+15,26,100061,172285,1173,295,32,0,0,24608,39
tpch_q7_p2,1,1.59319E+15,26,3455082,9657924,9187,3089,1114,0,0,139264,1125
tpch_q7_p3,1,1.59319E+15,26,35074807,95237355,136364,6640,11373,0,0,1417216,11671
tpch_q7_p4,1,1.59319E+15,26,352226,924222,2860,325,113,0,0,65536,124
tpch_q7_p5,1,1.59319E+15,26,206555774,660143201,510155,228713,66786,0,0,24576,67262
tpch_q7_p6,1,1.59319E+15,26,15861,12644,285,103,5,0,0,20512,5
tpch_q7_p7,1,1.59319E+15,26,2564,842,26,13,0,0,0,0,0
tpch_q1_p1,1,1.59319E+15,26,366015163,1164631622,1415046,687792,118616,0,0,47104,119635
tpch_q1_p2,1,1.59319E+15,26,20009,11522,256,160,6,0,0,45088,6
tpch_q1_p3,1,1.59319E+15,26,4588,954,44,40,1,0,0,0,1
tpch_q6_p1,1,1.59319E+15,26,160800027,519668680,390600,274431,51972,0,0,0,52401
tpch_scan_lineitem_p1,1,1.59319E+15,26,343376817,1162529974,1931588,796492,111037,0,0,0,111961
tpch_q4_p1,1,1.59319E+15,26,37281673,123670519,100922,85446,12053,0,0,386560,12213
tpch_q4_p2,1,1.59319E+15,26,169893551,480517349,382079,176147,54948,0,0,12288,55367
tpch_q4_p3,1,1.59319E+15,26,21339,12811,228,63,6,0,0,10304,7
tpch_q4_p4,1,1.59319E+15,26,2787,834,22,12,0,0,0,0,1
tpch_q11_p1,1,1.59319E+15,26,56551,113349,935,298,46,0,0,8208,63
tpch_q11_p2,1,1.59319E+15,26,291439,732457,1203,502,217,0,0,9216,236
tpch_q11_p3,1,1.59319E+15,26,19788168,60101744,34089,31299,6388,0,0,0,6428
tpch_q11_p4,1,1.59319E+15,26,23310394,71157473,53242,7804,7538,0,0,245760,7677
tpch_q11_p5,1,1.59319E+15,26,1703741,2130033,11682,2868,549,0,0,114688,549
tpch_q11_p6,1,1.59319E+15,26,61459,131212,531,96,19,0,0,0,19
tpch_q5_p1,1,1.59319E+15,26,54692,99858,886,136,17,0,0,8208,23
tpch_q5_p2,1,1.59319E+15,26,52373,116836,422,72,16,0,0,14400,21
tpch_q5_p3,1,1.59319E+15,26,3692904,10215131,14365,4795,1191,0,0,286720,1223
tpch_q5_p4,1,1.59319E+15,26,56248837,143738133,272316,51949,18163,0,0,2699264,18653
tpch_q5_p5,1,1.59319E+15,26,350393,926283,2881,103,112,0,0,65536,126
tpch_q5_p6,1,1.59319E+15,26,193010429,550729233,813635,266199,62449,0,0,14336,62951
tpch_q5_p7,1,1.59319E+15,26,14990,12651,265,56,4,0,0,10304,5
tpch_q5_p8,1,1.59319E+15,26,2772,868,33,23,0,0,0,0,0
tpch_scan_orders_p1,1,1.59319E+15,26,19524379,69386762,31620,16155,6333,0,0,0,6437
tpch_q7_p1,1,1.59319E+15,26,98823,172444,1148,279,31,0,0,24608,38
tpch_q7_p2,1,1.59319E+15,26,3481436,9657860,9223,2999,1122,0,0,139264,1139
tpch_q7_p3,1,1.59319E+15,26,34981960,95237355,130919,6615,11313,0,0,1417216,11540
tpch_q7_p4,1,1.59319E+15,26,351290,924063,2842,296,113,0,0,65536,125
tpch_q7_p5,1,1.59319E+15,26,206695486,660143201,501395,228332,66851,0,0,24576,67389
tpch_q7_p6,1,1.59319E+15,26,16960,12644,268,93,5,0,0,20512,5
tpch_q7_p7,1,1.59319E+15,26,2752,842,30,16,0,0,0,0,0
tpch_q1_p1,1,1.59319E+15,26,366277143,1164631534,1410189,688735,118466,0,0,47104,119416
tpch_q1_p2,1,1.59319E+15,26,21584,11608,286,178,6,0,0,45088,7
tpch_q1_p3,1,1.59319E+15,26,4718,954,55,46,1,0,0,0,1
tpch_q6_p1,1,1.59319E+15,26,160923044,519668680,390282,273926,52027,0,0,0,52486
tpch_scan_lineitem_p1,1,1.59319E+15,26,343155278,1162530111,1930463,796202,110968,0,0,0,111906
tpch_q4_p1,1,1.59319E+15,26,37241100,123670360,101132,85479,12035,0,0,386560,12195
tpch_q4_p2,1,1.59319E+15,26,170162084,480517349,395688,176157,55038,0,0,12288,55477
tpch_q4_p3,1,1.59319E+15,26,22058,12811,229,69,7,0,0,10304,7
tpch_q4_p4,1,1.59319E+15,26,2566,834,21,9,0,0,0,0,0
tpch_q11_p1,1,1.59319E+15,26,56248,113469,879,288,46,0,0,8208,63
tpch_q11_p2,1,1.59319E+15,26,296148,732530,1221,486,182,0,0,9216,200
tpch_q11_p3,1,1.59319E+15,26,19673336,60101743,34078,31303,6346,0,0,0,6353
tpch_q11_p4,1,1.59319E+15,26,23309458,71157447,53763,7838,7527,0,0,245760,7618
tpch_q11_p5,1,1.59319E+15,26,1715253,2148937,11682,2746,555,0,0,114688,573
tpch_q11_p6,1,1.59319E+15,26,58585,131212,633,104,18,0,0,0,18
tpch_q5_p1,1,1.59319E+15,26,54733,99699,868,141,17,0,0,8208,23
tpch_q5_p2,1,1.59319E+15,26,50931,116995,419,72,16,0,0,14400,20
tpch_q5_p3,1,1.59319E+15,26,3704009,10215131,14603,4850,1194,0,0,286720,1227
tpch_q5_p4,1,1.59319E+15,26,56988940,143738292,292713,52391,18426,0,0,2699264,19023
tpch_q5_p5,1,1.59319E+15,26,349350,926124,2884,66,112,0,0,65536,125
tpch_q5_p6,1,1.59319E+15,26,193349700,550729233,827693,267399,62681,0,0,14336,63514
tpch_q5_p7,1,1.59319E+15,26,14252,12651,242,93,4,0,0,10304,4
tpch_q5_p8,1,1.59319E+15,26,2381,868,22,14,0,0,0,0,0
tpch_scan_orders_p1,1,1.59319E+15,26,19490569,69386762,31611,16953,6524,0,0,0,6574
tpch_q7_p1,1,1.59319E+15,26,102382,172285,1191,288,33,0,0,24608,59
tpch_q7_p2,1,1.59319E+15,26,3477810,9657984,9311,3146,1141,0,0,139264,1206
tpch_q7_p3,1,1.59319E+15,26,34925171,95237514,128384,6860,11279,0,0,1417216,11501
tpch_q7_p4,1,1.59319E+15,26,350457,924063,2812,309,112,0,0,65536,125
tpch_q7_p5,1,1.59319E+15,26,206853418,660143201,505396,236520,66908,0,0,24576,67473
tpch_q7_p6,1,1.59319E+15,26,17901,12644,284,72,5,0,0,20512,6
tpch_q7_p7,1,1.59319E+15,26,2644,842,33,18,0,0,0,0,0
tpch_q1_p1,1,1.59319E+15,26,368157418,1164631535,1411879,690453,119319,0,0,47104,120370
tpch_q1_p2,1,1.59319E+15,26,21046,11608,278,180,6,0,0,45088,7
tpch_q1_p3,1,1.59319E+15,26,4261,954,45,39,1,0,0,0,1
tpch_q6_p1,1,1.59319E+15,26,160807677,519668680,390426,274286,52181,0,0,0,52551
tpch_scan_lineitem_p1,1,1.59319E+15,26,343704779,1162530111,1930904,796462,111281,0,0,0,112453
tpch_q4_p1,1,1.59319E+15,26,37277731,123670584,101076,85499,12069,0,0,386560,12245
tpch_q4_p2,1,1.59319E+15,26,169924048,480517349,382922,176492,55022,0,0,12288,55646
tpch_q4_p3,1,1.59319E+15,26,25873,12811,227,64,8,0,0,10304,8
tpch_q4_p4,1,1.59319E+15,26,2945,834,19,7,0,0,0,0,1
tpch_q11_p1,1,1.59319E+15,26,67725,113371,810,264,21,0,0,8208,28
tpch_q11_p2,1,1.59319E+15,26,299054,732530,1255,519,96,0,0,9216,101
tpch_q11_p3,1,1.59319E+15,26,19737824,60101881,34470,31301,6394,0,0,0,6464
tpch_q11_p4,1,1.59319E+15,26,23319437,71157535,53820,7797,7549,0,0,245760,7670
tpch_q11_p5,1,1.59319E+15,26,1717904,2141660,11592,2867,554,0,0,114688,554
tpch_q11_p6,1,1.59319E+15,26,58483,131212,530,70,18,0,0,0,18
tpch_q5_p1,1,1.59319E+15,26,46469,99699,808,129,38,0,0,8208,51
tpch_q5_p2,1,1.59319E+15,26,49370,116995,446,74,40,0,0,14400,50
tpch_q5_p3,1,1.59319E+15,26,3700752,10215424,14432,4770,1256,0,0,286720,1308
tpch_q5_p4,1,1.59319E+15,26,56029007,143737812,270239,52316,18097,0,0,2699264,18523
tpch_q5_p5,1,1.59319E+15,26,346562,926283,2796,85,111,0,0,65536,125
tpch_q5_p6,1,1.59319E+15,26,192648581,550729233,835786,267054,62395,0,0,14336,63021
tpch_q5_p7,1,1.59319E+15,26,16425,12651,230,53,5,0,0,10304,5
tpch_q5_p8,1,1.59319E+15,26,2601,868,25,13,0,0,0,0,0
tpch_scan_orders_p1,1,1.59319E+15,26,19488511,69386779,31703,16815,6316,0,0,0,6405
tpch_q7_p1,1,1.59319E+15,26,100827,172444,1149,286,32,0,0,24608,39
tpch_q7_p2,1,1.59319E+15,26,3483704,9657924,9107,2905,1123,0,0,139264,1135
tpch_q7_p3,1,1.59319E+15,26,34985860,95237484,131277,6804,11341,0,0,1417216,11641
tpch_q7_p4,1,1.59319E+15,26,352516,924222,2841,346,113,0,0,65536,125
tpch_q7_p5,1,1.59319E+15,26,206735949,660143201,506495,231583,66889,0,0,24576,67507
tpch_q7_p6,1,1.59319E+15,26,15515,12644,270,105,4,0,0,20512,4
tpch_q7_p7,1,1.59319E+15,26,2502,842,29,16,0,0,0,0,1
tpch_q1_p1,1,1.59319E+15,26,366286272,1164631535,1413872,688302,118674,0,0,47104,119679
tpch_q1_p2,1,1.59319E+15,26,21034,11608,291,179,6,0,0,45088,6
tpch_q1_p3,1,1.59319E+15,26,4700,954,44,38,1,0,0,0,1
tpch_q6_p1,1,1.59319E+15,26,160789507,519668586,390900,270870,51960,0,0,0,52279
tpch_scan_lineitem_p1,1,1.59319E+15,26,343137385,1162530111,1928818,793746,110977,0,0,0,111858
tpch_q4_p1,1,1.59319E+15,26,37255838,123670743,101292,85497,12260,0,0,386560,12432
tpch_q4_p2,1,1.59319E+15,26,170055613,480517349,387270,176041,54969,0,0,12288,55413
tpch_q4_p3,1,1.59319E+15,26,18966,12811,233,64,6,0,0,10304,6
tpch_q4_p4,1,1.59319E+15,26,2817,834,23,6,0,0,0,0,1
tpch_q11_p1,1,1.59319E+15,26,68660,113212,888,300,22,0,0,8208,28
tpch_q11_p2,1,1.59319E+15,26,301284,732371,1188,484,97,0,0,9216,102
tpch_q11_p3,1,1.59319E+15,26,19759710,60101881,34485,31315,6390,0,0,0,6430
tpch_q11_p4,1,1.59319E+15,26,23333669,71157535,53806,7802,7548,0,0,245760,7654
tpch_q11_p5,1,1.59319E+15,26,1741067,2131017,11791,2973,561,0,0,114688,561
tpch_q11_p6,1,1.59319E+15,26,57179,131212,539,60,18,0,0,0,18
tpch_q5_p1,1,1.59319E+15,26,55494,99858,883,139,17,0,0,8208,23
tpch_q5_p2,1,1.59319E+15,26,51243,116836,393,61,16,0,0,14400,20
tpch_q5_p3,1,1.59319E+15,26,3709983,10215131,14445,4804,1196,0,0,286720,1228
tpch_q5_p4,1,1.59319E+15,26,56341168,143738249,283034,52261,18184,0,0,2699264,18645
tpch_q5_p5,1,1.59319E+15,26,352196,926283,2929,106,113,0,0,65536,126
tpch_q5_p6,1,1.59319E+15,26,193162239,550729233,831886,266442,62492,0,0,14336,63039
tpch_q5_p7,1,1.59319E+15,26,14047,12651,229,69,4,0,0,10304,4
tpch_q5_p8,1,1.59319E+15,26,2330,868,22,8,0,0,0,0,1
tpch_scan_orders_p1,1,1.59319E+15,26,19537959,69386762,31485,16332,6305,0,0,0,6343
tpch_q7_p1,1,1.59319E+15,26,101581,172445,1185,282,32,0,0,24608,44
